Inactive	0.81	0.79	0.87
Inactive	0.32	0.35	0.41
Inactive	0.34	0.46	0.35
Inactive	0.38	0.38	0.19
Inactive	0.32	0.15	0.01
Inactive	0.35	0.23	0.07
Inactive	0.26	0.17	0.03
Inactive	0.25	0.13	0.04
Inactive	0.37	0.28	0.07
Inactive	0.3	0.34	0.21
Inactive	0.32	0.27	0.07
Inactive	0.16	0.11	0.0
Inactive	0.16	0.03	0.0
Inactive	0.15	0.1	0.01
Inactive	0.16	0.12	0.02
Inactive	0.19	0.17	0.04
Inactive	0.26	0.18	0.03
Inactive	0.18	0.12	0.01
NRE	0.17	0.4	0.75
Inactive	0.17	0.5	0.73
Inactive	0.32	0.5	0.8
PRE	0.35	0.56	0.86
NRE	0.26	0.52	0.88
Inactive	0.29	0.41	0.55
Inactive	0.22	0.27	0.55
Inactive	0.21	0.26	0.54
Inactive	0.33	0.33	0.39
Inactive	0.46	0.43	0.27
Inactive	0.4	0.23	0.14
Inactive	0.33	0.22	0.12
Inactive	0.39	0.25	0.23
Inactive	0.49	0.43	0.29
Inactive	0.26	0.17	0.1
Inactive	0.31	0.2	0.1
Inactive	0.26	0.21	0.14
Inactive	0.28	0.24	0.14
Inactive	0.37	0.25	0.1
Inactive	0.31	0.12	0.15
Inactive	0.33	0.19	0.16
Inactive	0.2	0.2	0.07
PRE	0.38	0.31	0.23
Inactive	0.36	0.25	0.27
Inactive	0.49	0.27	0.15
PRE	0.34	0.22	0.11
Inactive	0.33	0.17	0.06
Inactive	0.35	0.25	0.18
Inactive	0.27	0.17	0.14
Inactive	0.37	0.31	0.08
Inactive	0.37	0.31	0.08
Inactive	0.43	0.33	0.24
Inactive	0.49	0.3	0.3
Inactive	0.41	0.26	0.55
Inactive	0.42	0.12	0.14
PRE	0.15	0.3	0.49
PRE	0.33	0.1	0.17
Inactive	0.25	0.1	0.17
Inactive	0.23	0.15	0.19
Inactive	0.27	0.18	0.18
Inactive	0.14	0.12	0.11
Inactive	0.32	0.16	0.29
PRE	0.18	0.15	0.15
PRE	0.18	0.08	0.13
NRE	0.24	0.11	0.21
NRE	0.15	0.07	0.13
Inactive	0.21	0.03	0.19
Inactive	0.26	0.11	0.18
Inactive	0.32	0.12	0.3
Inactive	0.15	0.07	0.21
Inactive	0.17	0.04	0.21
Inactive	0.16	0.03	0.2
Inactive	0.21	0.12	0.23
Inactive	0.22	0.06	0.08
NRE	0.23	0.06	0.14
PRE	0.19	0.12	0.15
Inactive	0.15	0.08	0.1
Inactive	0.27	0.15	0.23
Inactive	0.27	0.23	0.36
Inactive	0.33	0.27	0.54
NRE	0.21	0.08	0.1
Inactive	0.2	0.07	0.07
Inactive	0.21	0.07	0.15
Inactive	0.24	0.09	0.2
Inactive	0.11	0.05	0.08
Inactive	0.17	0.06	0.1
Inactive	0.1	0.04	0.09
PRE	0.15	0.02	0.09
Inactive	0.26	0.13	0.14
Inactive	0.18	0.06	0.13
Inactive	0.46	0.08	0.16
Inactive	0.17	0.02	0.12
Inactive	0.26	0.04	0.15
Inactive	0.34	0.29	0.49
NRE	0.1	0.07	0.11
Inactive	0.14	0.04	0.1
Inactive	0.14	0.04	0.05
Inactive	0.3	0.19	0.27
Inactive	0.13	0.08	0.19
Inactive	0.11	0.04	0.12
Inactive	0.08	0.04	0.17
Inactive	0.17	0.05	0.19
Inactive	0.12	0.05	0.17
Inactive	0.13	0.06	0.2
Inactive	0.15	0.01	0.07
Inactive	0.18	0.16	0.21
Inactive	0.21	0.16	0.3
Inactive	0.19	0.12	0.26
Inactive	0.26	0.15	0.36
Inactive	0.34	0.03	0.32
Inactive	0.18	0.19	0.4
Inactive	0.26	0.17	0.19
Inactive	0.31	0.68	0.74
Inactive	0.4	0.68	0.71
Inactive	0.46	0.68	0.72
PRE	0.26	0.73	0.69
PRE	0.35	0.7	0.67
PRE	0.29	0.65	0.67
PRE	0.34	0.64	0.58
Inactive	0.16	0.12	0.09
Inactive	0.27	0.1	0.04
Inactive	0.28	0.19	0.1
Inactive	0.14	0.1	0.01
Inactive	0.21	0.1	0.02
Inactive	0.3	0.26	0.09
Inactive	0.37	0.64	0.65
Inactive	0.4	0.44	0.85
Inactive	0.3	0.22	0.31
NRE	0.35	0.41	0.63
Inactive	0.36	0.35	0.62
Inactive	0.22	0.3	0.49
Inactive	0.17	0.16	0.45
Inactive	0.09	0.22	0.41
Inactive	0.22	0.43	0.75
Inactive	0.3	0.5	0.48
Inactive	0.22	0.24	0.3
Inactive	0.27	0.3	0.29
Inactive	0.25	0.3	0.21
Inactive	0.26	0.31	0.24
Inactive	0.2	0.14	0.01
Inactive	0.21	0.29	0.2
NRE	0.3	0.39	0.32
NRE	0.23	0.42	0.42
Inactive	0.35	0.41	0.39
NRE	0.38	0.51	0.5
NRE	0.4	0.44	0.49
Inactive	0.21	0.29	0.43
NRE	0.39	0.35	0.55
Inactive	0.28	0.22	0.37
Inactive	0.41	0.43	0.47
Inactive	0.26	0.33	0.42
Inactive	0.18	0.1	0.12
Inactive	0.23	0.16	0.14
NRE	0.28	0.16	0.26
Inactive	0.31	0.37	0.62
NRE	0.28	0.29	0.68
Inactive	0.39	0.28	0.46
Inactive	0.35	0.13	0.18
Inactive	0.25	0.11	0.16
Inactive	0.21	0.17	0.27
Inactive	0.15	0.1	0.07
Inactive	0.3	0.14	0.3
Inactive	0.27	0.26	0.28
Inactive	0.17	0.13	0.12
Inactive	0.41	0.42	0.6
Inactive	0.4	0.46	0.59
Inactive	0.12	0.07	0.09
Inactive	0.23	0.08	0.07
NRE	0.35	0.29	0.33
Inactive	0.39	0.23	0.14
PRE	0.37	0.44	0.41
PRE	0.44	0.37	0.41
NRE	0.4	0.58	0.39
Inactive	0.31	0.4	0.15
Inactive	0.33	0.5	0.17
Inactive	0.44	0.33	0.21
Inactive	0.4	0.28	0.11
Inactive	0.31	0.17	0.1
Inactive	0.31	0.39	0.24
Inactive	0.25	0.33	0.2
Inactive	0.3	0.24	0.21
Inactive	0.38	0.41	0.25
Inactive	0.55	0.52	0.31
Inactive	0.3	0.36	0.15
Inactive	0.17	0.04	0.11
Inactive	0.19	0.16	0.3
Inactive	0.3	0.17	0.17
Inactive	0.15	0.28	0.45
Inactive	0.19	0.04	0.12
Inactive	0.21	0.09	0.06
Inactive	0.43	0.37	0.5
Inactive	0.36	0.5	0.39
Inactive	0.32	0.35	0.25
Inactive	0.28	0.4	0.22
Inactive	0.12	0.5	0.23
Inactive	0.16	0.36	0.2
Inactive	0.19	0.46	0.29
Inactive	0.27	0.33	0.2
Inactive	0.27	0.37	0.22
Inactive	0.3	0.34	0.23
Inactive	0.4	0.41	0.32
Inactive	0.4	0.33	0.24
Inactive	0.37	0.26	0.15
Inactive	0.34	0.29	0.15
NRE	0.22	0.01	0.0
NRE	0.31	0.32	0.29
PRE	0.32	0.25	0.05
Inactive	0.33	0.38	0.41
Inactive	0.31	0.47	0.52
Inactive	0.38	0.42	0.53
Inactive	0.27	0.58	0.53
Inactive	0.44	0.46	0.56
Inactive	0.33	0.43	0.49
Inactive	0.5	0.56	0.62
Inactive	0.24	0.33	0.3
Inactive	0.19	0.3	0.22
Inactive	0.16	0.35	0.27
Inactive	0.12	0.33	0.19
Inactive	0.24	0.3	0.21
Inactive	0.27	0.31	0.26
Inactive	0.19	0.33	0.22
Inactive	0.17	0.43	0.22
NRE	0.2	0.32	0.18
Inactive	0.21	0.29	0.28
Inactive	0.16	0.13	0.14
Inactive	0.11	0.08	0.08
Inactive	0.3	0.25	0.65
NRE	0.39	0.69	0.45
NRE	0.29	0.65	0.57
Inactive	0.38	0.63	0.79
NRE	0.36	0.56	0.88
NRE	0.36	0.56	0.88
NRE	0.45	0.58	0.92
NRE	0.49	0.66	0.94
NRE	0.36	0.6	0.96
PRE	0.46	0.61	0.95
Inactive	0.36	0.68	0.9
Inactive	0.39	0.5	0.96
Inactive	0.53	0.61	0.82
Inactive	0.24	0.3	0.53
PRE	0.27	0.38	0.43
Inactive	0.36	0.46	0.27
NRE	0.43	0.2	0.31
Inactive	0.5	0.23	0.19
Inactive	0.41	0.23	0.08
Inactive	0.33	0.18	0.05
Inactive	0.41	0.2	0.05
Inactive	0.31	0.28	0.12
Inactive	0.41	0.25	0.17
Inactive	0.38	0.1	0.09
Inactive	0.36	0.07	0.15
Inactive	0.26	0.04	0.09
Inactive	0.34	0.04	0.06
Inactive	0.29	0.1	0.05
Inactive	0.43	0.33	0.18
Inactive	0.35	0.25	0.1
Inactive	0.26	0.05	0.05
Inactive	0.36	0.13	0.2
Inactive	0.35	0.45	0.28
Inactive	0.2	0.06	0.0
Inactive	0.37	0.18	0.31
NRE	0.34	0.17	0.02
Inactive	0.42	0.03	0.04
Inactive	0.45	0.12	0.16
Inactive	0.42	0.11	0.11
Inactive	0.39	0.1	0.3
NRE	0.28	0.21	0.07
Inactive	0.38	0.29	0.19
Inactive	0.39	0.25	0.08
Inactive	0.37	0.29	0.05
Inactive	0.42	0.23	0.05
Inactive	0.52	0.28	0.13
NRE	0.28	0.18	0.05
Inactive	0.35	0.48	0.35
Inactive	0.36	0.18	0.07
Inactive	0.23	0.2	0.1
Inactive	0.28	0.13	0.03
Inactive	0.29	0.1	0.01
Inactive	0.36	0.02	0.0
Inactive	0.26	0.07	0.0
Inactive	0.29	0.08	0.01
Inactive	0.3	0.19	0.08
Inactive	0.36	0.18	0.07
Inactive	0.4	0.25	0.1
Inactive	0.25	0.1	0.01
Inactive	0.3	0.18	0.04
Inactive	0.25	0.21	0.09
NRE	0.33	0.18	0.06
NRE	0.29	0.14	0.05
Inactive	0.23	0.11	0.07
Inactive	0.26	0.25	0.12
PRE	0.36	0.11	0.0
Inactive	0.29	0.12	0.07
Inactive	0.19	0.17	0.02
Inactive	0.25	0.34	0.15
NRE	0.41	0.4	0.2
NRE	0.39	0.34	0.18
Inactive	0.27	0.24	0.11
Inactive	0.25	0.28	0.1
Inactive	0.27	0.32	0.15
Inactive	0.35	0.33	0.18
NRE	0.36	0.16	0.08
NRE	0.35	0.18	0.11
NRE	0.24	0.08	0.0
Inactive	0.2	0.01	0.02
Inactive	0.24	0.28	0.18
Inactive	0.17	0.22	0.2
PRE	0.23	0.2	0.18
Inactive	0.2	0.15	0.12
Inactive	0.18	0.0	0.02
Inactive	0.15	0.04	0.02
PRE	0.3	0.16	0.44
PRE	0.42	0.32	0.47
PRE	0.42	0.21	0.38
Inactive	0.44	0.23	0.32
Inactive	0.31	0.18	0.3
Inactive	0.19	0.04	0.1
Inactive	0.06	0.03	0.03
Inactive	0.15	0.13	0.15
NRE	0.24	0.09	0.07
Inactive	0.27	0.15	0.12
Inactive	0.29	0.15	0.1
PRE	0.28	0.24	0.16
Inactive	0.56	0.63	0.35
NRE	0.24	0.51	0.25
Inactive	0.34	0.27	0.24
Inactive	0.19	0.23	0.24
Inactive	0.3	0.5	0.61
Inactive	0.83	0.67	0.87
Inactive	0.33	0.13	0.07
Inactive	0.23	0.12	0.13
Inactive	0.24	0.26	0.15
Inactive	0.19	0.23	0.15
Inactive	0.34	0.24	0.22
Inactive	0.32	0.11	0.04
Inactive	0.35	0.25	0.08
Inactive	0.42	0.14	0.12
Inactive	0.26	0.12	0.1
Inactive	0.38	0.35	0.49
Inactive	0.46	0.31	0.21
PRE	0.58	0.35	0.56
Inactive	0.43	0.45	0.32
Inactive	0.5	0.47	0.35
Inactive	0.26	0.24	0.3
Inactive	0.31	0.31	0.04
Inactive	0.3	0.08	0.03
Inactive	0.16	0.02	0.0
Inactive	0.12	0.07	0.02
PRE	0.33	0.16	0.06
Inactive	0.3	0.35	0.46
Inactive	0.34	0.37	0.32
Inactive	0.28	0.26	0.14
Inactive	0.23	0.22	0.19
Inactive	0.37	0.34	0.33
Inactive	0.48	0.49	0.45
Inactive	0.41	0.2	0.17
Inactive	0.44	0.39	0.32
Inactive	0.43	0.48	0.48
Inactive	0.28	0.11	0.0
Inactive	0.25	0.23	0.04
Inactive	0.5	0.39	0.29
Inactive	0.34	0.49	0.29
PRE	0.45	0.51	0.28
Inactive	0.39	0.55	0.66
Inactive	0.42	0.48	0.63
NRE	0.21	0.09	0.04
Inactive	0.2	0.25	0.1
Inactive	0.31	0.36	0.12
PRE	0.32	0.51	0.16
PRE	0.4	0.4	0.29
Inactive	0.24	0.34	0.19
NRE	0.34	0.21	0.11
Inactive	0.25	0.31	0.19
Inactive	0.2	0.3	0.17
PRE	0.33	0.23	0.13
PRE	0.36	0.23	0.15
Inactive	0.34	0.23	0.13
Inactive	0.27	0.24	0.1
Inactive	0.64	0.72	0.56
Inactive	0.31	0.31	0.19
Inactive	0.35	0.24	0.16
Inactive	0.31	0.18	0.12
PRE	0.27	0.2	0.1
Inactive	0.29	0.21	0.18
NRE	0.33	0.25	0.07
Inactive	0.38	0.27	0.23
Inactive	0.23	0.19	0.06
Inactive	0.36	0.24	0.16
Inactive	0.37	0.2	0.31
Inactive	0.28	0.17	0.16
Inactive	0.35	0.23	0.11
Inactive	0.47	0.34	0.15
Inactive	0.35	0.32	0.11
Inactive	0.36	0.28	0.05
PRE	0.24	0.24	0.03
Inactive	0.32	0.2	0.08
Inactive	0.33	0.33	0.12
Inactive	0.39	0.26	0.06
Inactive	0.46	0.38	0.31
NRE	0.82	0.83	1.0
PRE	0.11	0.36	0.91
Inactive	0.15	0.37	0.68
Inactive	0.17	0.38	0.66
Inactive	0.24	0.35	0.43
Inactive	0.26	0.39	0.53
Inactive	0.26	0.34	0.46
Inactive	0.22	0.23	0.33
Inactive	0.24	0.27	0.26
Inactive	0.32	0.1	0.1
Inactive	0.18	0.16	0.26
Inactive	0.51	0.35	0.5
Inactive	0.17	0.21	0.28
Inactive	0.35	0.07	0.03
Inactive	0.35	0.07	0.03
Inactive	0.33	0.29	0.27
Inactive	0.42	0.32	0.25
Inactive	0.78	0.66	0.57
Inactive	0.37	0.42	0.56
Inactive	0.3	0.3	0.2
Inactive	0.31	0.46	0.18
Inactive	0.43	0.35	0.3
Inactive	0.23	0.34	0.21
NRE	0.58	0.42	0.5
Inactive	0.27	0.34	0.2
Inactive	0.52	0.51	0.43
Inactive	0.24	0.34	0.19
Inactive	0.33	0.34	0.17
Inactive	0.28	0.31	0.19
Inactive	0.41	0.34	0.26
Inactive	0.23	0.24	0.14
Inactive	0.33	0.27	0.14
Inactive	0.44	0.44	0.46
Inactive	0.24	0.06	0.05
Inactive	0.25	0.02	0.12
Inactive	0.21	0.06	0.11
Inactive	0.38	0.06	0.11
Inactive	0.39	0.1	0.11
Inactive	0.53	0.5	0.81
Inactive	0.27	0.09	0.07
Inactive	0.31	0.1	0.17
Inactive	0.34	0.11	0.08
Inactive	0.44	0.14	0.15
Inactive	0.62	0.24	0.31
Inactive	0.31	0.15	0.19
Inactive	0.21	0.16	0.22
Inactive	0.21	0.23	0.14
NRE	0.33	0.32	0.15
PRE	0.66	0.68	0.7
Inactive	0.3	0.6	0.62
Inactive	0.29	0.4	0.67
Inactive	0.31	0.57	0.72
Inactive	0.23	0.51	0.63
Inactive	0.48	0.77	0.88
Inactive	0.4	0.29	0.11
Inactive	0.31	0.34	0.26
NRE	0.26	0.27	0.09
PRE	0.28	0.28	0.2
PRE	0.29	0.31	0.25
Inactive	0.31	0.22	0.13
Inactive	0.34	0.25	0.13
Inactive	0.42	0.2	0.6
NRE	0.34	0.02	0.14
PRE	0.26	0.36	0.33
Inactive	0.27	0.54	0.54
NRE	0.26	0.06	0.04
NRE	0.33	0.4	0.83
NRE	0.4	0.18	0.66
Inactive	0.31	0.33	0.41
Inactive	0.24	0.22	0.53
PRE	0.35	0.31	0.89
Inactive	0.44	0.22	0.13
Inactive	0.29	0.12	0.15
Inactive	0.18	0.13	0.09
Inactive	0.3	0.12	0.14
NRE	0.43	0.55	0.8
PRE	0.45	0.37	0.31
Inactive	0.25	0.12	0.1
Inactive	0.29	0.26	0.14
Inactive	0.41	0.19	0.11
Inactive	0.4	0.12	0.13
Inactive	0.19	0.19	0.01
Inactive	0.58	0.47	0.36
Inactive	0.4	0.32	0.07
Inactive	0.25	0.1	0.05
Inactive	0.43	0.27	0.3
NRE	0.44	0.32	0.52
Inactive	0.22	0.17	0.43
Inactive	0.23	0.31	0.28
Inactive	0.64	0.72	0.67
Inactive	0.27	0.08	0.21
Inactive	0.15	0.08	0.1
Inactive	0.13	0.12	0.13
PRE	0.41	0.04	0.25
Inactive	0.41	0.13	0.16
Inactive	0.49	0.06	0.29
Inactive	0.45	0.12	0.34
NRE	0.33	0.22	0.15
Inactive	0.33	0.37	0.46
Inactive	0.46	0.33	0.4
Inactive	0.45	0.2	0.09
NRE	0.26	0.04	0.07
Inactive	0.35	0.16	0.09
NRE	0.27	0.11	0.08
Inactive	0.46	0.25	0.14
Inactive	0.63	0.67	0.33
Inactive	0.35	0.15	0.01
Inactive	0.32	0.16	0.04
PRE	0.34	0.05	0.02
NRE	0.47	0.3	0.1
NRE	0.42	0.11	0.01
Inactive	0.26	0.1	0.02
Inactive	0.51	0.38	0.16
Inactive	0.33	0.13	0.03
Inactive	0.4	0.21	0.05
Inactive	0.35	0.29	0.14
Inactive	0.24	0.22	0.05
Inactive	0.31	0.14	0.0
Inactive	0.27	0.19	0.05
Inactive	0.31	0.2	0.04
NRE	0.39	0.07	0.03
Inactive	0.3	0.23	0.1
Inactive	0.33	0.1	0.04
Inactive	0.37	0.11	0.06
Inactive	0.36	0.14	0.01
NRE	0.32	0.08	0.02
PRE	0.36	0.07	0.01
Inactive	0.4	0.16	0.08
NRE	0.25	0.12	0.03
Inactive	0.39	0.2	0.09
PRE	0.44	0.38	0.69
PRE	0.22	0.22	0.29
Inactive	0.53	0.49	0.3
Inactive	0.4	0.11	0.5
Inactive	0.35	0.33	0.3
Inactive	0.31	0.2	0.13
Inactive	0.25	0.18	0.08
Inactive	0.2	0.13	0.04
Inactive	0.26	0.3	0.2
Inactive	0.33	0.25	0.18
Inactive	0.3	0.3	0.21
Inactive	0.36	0.36	0.33
Inactive	0.26	0.29	0.24
Inactive	0.27	0.18	0.14
Inactive	0.27	0.18	0.05
Inactive	0.55	0.62	0.36
Inactive	0.27	0.29	0.14
Inactive	0.46	0.35	0.15
Inactive	0.43	0.36	0.11
Inactive	0.29	0.14	0.15
Inactive	0.3	0.23	0.18
Inactive	0.24	0.15	0.07
Inactive	0.45	0.3	0.2
Inactive	0.5	0.27	0.12
Inactive	0.36	0.18	0.08
Inactive	0.49	0.4	0.23
Inactive	0.41	0.28	0.02
NRE	0.52	0.27	0.13
Inactive	0.3	0.17	0.2
PRE	0.25	0.1	0.11
PRE	0.3	0.2	0.13
PRE	0.17	0.17	0.08
Inactive	0.2	0.14	0.05
Inactive	0.27	0.1	0.14
Inactive	0.28	0.15	0.03
Inactive	0.29	0.18	0.19
Inactive	0.27	0.13	0.11
NRE	0.31	0.17	0.11
Inactive	0.26	0.15	0.12
Inactive	0.28	0.21	0.11
Inactive	0.27	0.2	0.14
Inactive	0.3	0.23	0.15
Inactive	0.36	0.23	0.14
Inactive	0.37	0.28	0.22
Inactive	0.36	0.18	0.17
Inactive	0.33	0.21	0.13
Inactive	0.37	0.21	0.2
Inactive	0.25	0.18	0.12
NRE	0.36	0.17	0.16
Inactive	0.37	0.31	0.08
Inactive	0.33	0.24	0.11
NRE	0.31	0.39	0.2
Inactive	0.31	0.25	0.23
Inactive	0.31	0.25	0.23
PRE	0.24	0.36	0.3
Inactive	0.27	0.24	0.09
Inactive	0.37	0.39	0.28
Inactive	0.27	0.13	0.03
Inactive	0.37	0.19	0.06
Inactive	0.13	0.1	0.12
Inactive	0.26	0.23	0.07
NRE	0.29	0.11	0.06
Inactive	0.28	0.27	0.09
Inactive	0.21	0.07	0.01
Inactive	0.23	0.14	0.05
PRE	0.27	0.33	0.18
PRE	0.17	0.34	0.21
PRE	0.18	0.06	0.02
PRE	0.33	0.16	0.0
Inactive	0.39	0.1	0.0
Inactive	0.48	0.47	0.19
Inactive	0.46	0.5	0.29
Inactive	0.44	0.35	0.18
Inactive	0.33	0.41	0.23
NRE	0.34	0.25	0.13
NRE	0.45	0.35	0.18
Inactive	0.41	0.33	0.17
Inactive	0.27	0.19	0.03
PRE	0.32	0.2	0.16
Inactive	0.26	0.14	0.0
Inactive	0.27	0.09	0.04
Inactive	0.24	0.2	0.18
Inactive	0.35	0.11	0.01
Inactive	0.34	0.14	0.09
Inactive	0.41	0.46	0.16
Inactive	0.35	0.3	0.1
Inactive	0.25	0.08	0.03
Inactive	0.39	0.25	0.08
Inactive	0.38	0.18	0.12
NRE	0.33	0.34	0.18
NRE	0.32	0.32	0.13
NRE	0.31	0.21	0.1
NRE	0.31	0.26	0.17
Inactive	0.29	0.23	0.1
Inactive	0.31	0.18	0.03
Inactive	0.32	0.14	0.02
Inactive	0.28	0.07	0.02
Inactive	0.34	0.13	0.04
Inactive	0.3	0.03	0.0
